probe	filter_type	ar_method	period_number	period	amplitude	phase	phi	R_square	R2_adjust	coef_var	pvalue
264504_at	0	mle	1	22.42696629	0.25138761	8.737908331	-2.448030488	0.895513804	0.874616564	0.207158695	1.25E-05
256130_at	0	burg	1	23.48235294	0.154574409	16.31464823	1.917866451	0.895318379	0.874382054	0.114341772	1.26E-05
253989_at	0	mle	1	21.93406593	0.39045042	12.52359107	2.695704371	0.895250547	0.874300656	0.284090262	1.26E-05
256310_at	0	burg	1	23.90419162	0.26929501	13.53705654	2.724987811	0.895033037	0.874039645	0.234149655	1.27E-05
257926_at	1	mle	2	"24.0481927711,20.4717948718"	"0.284948305461,0.0849080545807"	"13.4801990362,14.8571641497"	1.723237531	0.959675006	0.939512509	0.231446023	1.28E-05
256527_at	0	burg	2	"21.0105263158,27.5310344828"	"1.42121388254,1.81522468584"	"13.3390952863,22.8735371233"	1.062942949	0.959684553	0.939526829	0.959562886	1.28E-05
245094_at	0	mle	1	22.30167598	0.427317621	11.69954961	2.987000828	0.894647524	0.873577029	0.302658689	1.30E-05
246004_at	0	yule-walker	1	24.19393939	0.455472659	13.32526692	2.822602887	0.894539933	0.873447919	0.396791829	1.30E-05
253970_at	1	yule-walker	1	22.17777778	0.28832944	11.1349766	3.128535547	0.894268164	0.873121797	0.207929361	1.32E-05
261453_at	1	mle	1	22.30167598	0.684748951	11.41764347	3.066423942	0.89405659	0.872867908	0.463303336	1.33E-05
253438_at	0	mle	1	25.10691824	0.132729906	13.35891816	2.940020785	0.892850355	0.871420427	0.105420544	1.41E-05
255465_at	0	yule-walker	1	22.42696629	0.303211482	15.38312194	1.973418017	0.893364527	0.872037432	0.207676457	1.38E-05
254783_at	0	burg	1	22.42696629	1.090799512	18.47498095	1.107196395	0.892723041	0.871267649	0.683547526	1.42E-05
251040_at	0	mle	1	24.64197531	0.257533923	11.45035611	-2.919599927	0.893531021	0.872237225	0.187668404	1.37E-05
263122_at	1	mle	1	22.30167598	0.75176536	0.280867835	-0.079130584	0.892979195	0.871575034	0.534517427	1.40E-05
251358_at	0	burg	1	23.48235294	0.583898853	13.38284163	2.702331458	0.89309961	0.871719532	0.427933851	1.40E-05
250649_at	0	mle	1	22.94252874	1.709367098	12.95678989	2.734757286	0.893085087	0.871702105	0.918034633	1.40E-05
262883_at	0	mle	1	22.42696629	0.833481944	0.118788178	-0.033279942	0.892834074	0.871400889	0.522896356	1.41E-05
248080_at	0	mle	1	22.55367232	0.278920525	0.913806698	-0.254575695	0.893428096	0.872113715	0.21827043	1.37E-05
257794_at	0	mle	1	22.81142857	0.268476995	0.820037974	-0.225871454	0.892861388	0.871433666	0.207297966	1.41E-05
254221_at	0	mle	1	22.55367232	0.464558948	10.37685638	-2.890868973	0.892676437	0.871211725	0.348360171	1.42E-05
257506_at	1	burg	1	23.90419162	0.704661686	2.551796456	-0.67073634	0.892327635	0.870793162	0.486987163	1.45E-05
267364_at	0	burg	1	23.48235294	0.86000778	14.52487958	2.396755775	0.892182657	0.870619188	0.504089697	1.46E-05
261804_at	0	mle	1	23.07514451	0.61953328	21.57764574	0.407757458	0.892207582	0.870649098	0.472815993	1.46E-05
255457_at	0	burg	1	21.81420765	0.121948646	8.250918067	-2.376526711	0.891378697	0.869654436	0.092953721	1.51E-05
260227_at	0	burg	1	24.34146341	0.224285538	0.924456223	-0.238626974	0.891126272	0.869351526	0.170548167	1.53E-05
264779_at	0	mle	1	22.42696629	0.202096971	21.39626164	0.288764349	0.890760635	0.868912762	0.159913356	1.56E-05
259226_at	1	yule-walker	1	21.93406593	0.289141646	0.841396737	-0.241024698	0.890361389	0.868433667	0.229672034	1.58E-05
257938_at	0	mle	1	21.69565217	0.126766202	11.41605827	2.977029354	0.890405472	0.868486566	0.093875963	1.58E-05
246502_at	1	mle	1	21.34759358	0.270895539	13.49910101	2.310027732	0.889895112	0.867874134	0.216383403	1.62E-05
260308_at	1	yule-walker	1	21.93406593	0.457050408	2.058100787	-0.589559121	0.889858932	0.867830718	0.337489272	1.62E-05
248311_at	0	yule-walker	2	"25.9220779221,21.4623655914"	"0.398620094926,0.501882815005"	"22.0539847807,4.44004047359"	-1.299837939	0.957143848	0.935715772	0.564692147	1.63E-05
253825_at	0	mle	1	20.68393782	0.088602779	4.183647872	-1.270871875	0.889817512	0.867781014	0.083648079	1.62E-05
266615_s_at	1	mle	1	23.20930233	0.346278378	22.26562607	0.25547053	0.889479746	0.867375695	0.263961156	1.65E-05
264609_at	0	mle	1	22.55367232	0.35621459	1.854998174	-0.516780465	0.88945862	0.867350344	0.256725334	1.65E-05
250257_at	0	mle	1	21.81420765	0.373464283	3.898340924	-1.12284612	0.888485527	0.866182633	0.275772209	1.72E-05
252831_at	1	burg	1	22.68181818	0.327701256	14.00890112	2.402521025	0.888437945	0.866125534	0.233438696	1.73E-05
258055_at	0	yule-walker	1	24.49079755	0.374661365	14.34399848	2.603190797	0.888268451	0.865922141	0.310236178	1.74E-05
253856_at	0	mle	1	22.30167598	0.237068303	20.22134139	0.586105175	0.888259854	0.865911824	0.183861593	1.74E-05
266636_at	0	mle	1	23.62130178	0.168523394	16.95213361	1.773975873	0.888019033	0.86562284	0.134363053	1.76E-05
257628_at	0	mle	1	22.42696629	0.738324709	8.857626991	-2.481571116	0.887896792	0.865476151	0.449182974	1.77E-05
256796_at	1	default	1	24	0.282272829	14.64966285	2.447912542	0.88777237	0.865326845	0.214942657	1.78E-05
256092_at	0	burg	1	22.05524862	0.242555282	14.93849106	2.027449669	0.88757391	0.865088692	0.174934273	1.80E-05
261143_at	0	mle	1	22.42696629	0.279890759	10.34980823	-2.8996237	0.887333878	0.864800653	0.205882745	1.82E-05
260380_at	0	burg	1	23.20930233	0.681355949	1.819424638	-0.492551736	0.887137386	0.864564864	0.45675114	1.83E-05
247851_at	0	mle	1	23.20930233	0.216566237	6.530586979	-1.767950091	0.886904772	0.864285726	0.16177845	1.85E-05
251073_at	0	mle	1	22.81142857	0.349953232	10.20979354	-2.81218796	0.88687838	0.864254056	0.263491848	1.85E-05
247013_at	0	mle	1	21.69565217	0.797167816	13.94966416	2.243282557	0.886774967	0.864129961	0.482734138	1.86E-05
264653_at	0	mle	1	22.68181818	0.453819767	12.99803412	2.682545519	0.886599772	0.863919727	0.336799859	1.88E-05
254035_at	0	mle	1	22.81142857	0.292871196	11.91394891	3.001604389	0.886569919	0.863883903	0.212226288	1.88E-05
266481_at	0	mle	2	"20.0603015075,27.7222222222"	"0.271186364533,0.176919978719"	"4.85517197887,18.737150404"	2.036448261	0.955430912	0.933146368	0.277408391	1.90E-05
263433_at	1	default	1	24	0.718858901	0.7688985	-0.201297157	0.88542699	0.862512387	0.539155257	1.97E-05
260285_at	0	burg	1	20.90052356	0.147866907	15.83698621	1.522217537	0.885380666	0.862456799	0.112751806	1.98E-05
253765_at	0	mle	1	22.42696629	0.367543345	19.95497785	0.692557401	0.885702006	0.862842407	0.287902539	1.95E-05
260728_at	0	mle	1	21.46236559	0.392788951	17.57084529	1.139256672	0.885588974	0.862706769	0.269703376	1.96E-05
250076_at	1	mle	1	20.79166667	0.208800639	14.15590217	2.005310043	0.885688002	0.862825602	0.156820239	1.95E-05
249719_at	0	mle	1	22.30167598	0.476774069	12.69309915	2.707082141	0.885362344	0.862434813	0.361430194	1.98E-05
248151_at	0	burg	1	22.94252874	0.418425639	5.646413379	-1.546362303	0.885345206	0.862414248	0.344572672	1.98E-05
250109_at	0	burg	1	24.19393939	0.386241526	12.20493788	3.11355323	0.885314915	0.862377898	0.288058052	1.98E-05
257262_at	0	mle	1	23.07514451	0.727720267	0.322715024	-0.087872832	0.885297986	0.862357583	0.650713429	1.99E-05
259460_at	0	mle	1	22.05524862	0.396828077	3.091181915	-0.880627969	0.885092365	0.862110838	0.30089759	2.00E-05
260037_at	0	mle	1	24.49079755	0.714977878	2.428977887	-0.623161338	0.88506023	0.862072276	0.463401496	2.01E-05
246205_at	0	mle	1	21.34759358	0.311762459	14.86515653	1.907959936	0.884885567	0.86186268	0.222349927	2.02E-05
256383_at	0	burg	1	21.93406593	0.271501989	18.26213234	1.051854193	0.88475525	0.861706301	0.215904611	2.03E-05
251984_at	0	mle	1	23.76190476	0.351024627	0.0065691	-0.001737019	0.8846133	0.86153596	0.278125107	2.05E-05
262629_at	0	mle	1	22.94252874	1.035950933	11.88940577	3.027077818	0.884566603	0.861479924	0.633176001	2.05E-05
245915_s_at	1	burg	1	22.55367232	0.272675627	13.45893548	2.533685692	0.884426237	0.861311484	0.221351932	2.06E-05
248582_at	0	mle	1	22.94252874	0.415606309	18.90678564	1.105254002	0.884386043	0.861263252	0.30054268	2.07E-05
253283_at	0	yule-walker	1	22.42696629	0.226501233	19.23499161	0.894270237	0.884006404	0.860807685	0.186731178	2.10E-05
262296_at	1	burg	1	23.48235294	0.402575586	12.47662775	2.944807576	0.884101429	0.860921715	0.303381358	2.09E-05
259491_at	0	burg	1	22.81142857	0.338265954	5.584137473	-1.538096153	0.883950257	0.860740309	0.292323601	2.10E-05
260412_at	0	mle	1	22.68181818	1.15709625	11.96153995	2.969669105	0.884021685	0.860826022	0.655537151	2.10E-05
253693_at	0	mle	1	22.81142857	0.219573029	15.39451833	2.042915521	0.883996411	0.860795693	0.163833352	2.10E-05
247486_at	1	yule-walker	1	22.55367232	0.429055341	21.09250152	0.407064835	0.883189344	0.859827213	0.332270573	2.17E-05
262875_at	1	yule-walker	1	22.68181818	0.299335393	0.636242955	-0.176248322	0.883011624	0.859613949	0.267190108	2.19E-05
249658_s_at	1	yule-walker	1	22.42696629	0.252905912	20.92288713	0.421385931	0.883066696	0.859680035	0.192822929	2.19E-05
253517_at	1	mle	1	22.68181818	0.315073662	18.59926721	1.130924518	0.882887548	0.859465058	0.256765824	2.20E-05
246852_at	0	burg	1	23.34502924	0.221751736	13.88083166	2.547236354	0.882637837	0.859165405	0.165894638	2.23E-05
260961_at	0	burg	1	22.81142857	0.204393298	14.11674551	2.394865569	0.882573347	0.859088016	0.171680855	2.23E-05
246007_at	0	mle	1	23.07514451	0.490252769	12.65716326	2.836736587	0.88239838	0.858878056	0.351544126	2.25E-05
266363_at	0	mle	1	24.34146341	0.928246675	1.274626647	-0.329015363	0.882432254	0.858918704	0.706396076	2.25E-05
261075_at	1	yule-walker	1	22.42696629	0.330564273	12.67747583	2.731437433	0.88216835	0.85860202	0.280907592	2.27E-05
248595_at	1	mle	1	22.68181818	0.241283238	0.638521225	-0.176879435	0.882155755	0.858586906	0.173299925	2.27E-05
266172_at	0	mle	1	22.05524862	0.244708431	10.06071604	-2.866136051	0.881927377	0.858312852	0.178842922	2.29E-05
259838_at	0	burg	1	22.17777778	0.238613152	6.849451126	-1.940517716	0.88168337	0.858020045	0.196175796	2.32E-05
262098_at	0	mle	1	22.94252874	0.324020266	21.26505768	0.45940278	0.881696961	0.858036353	0.276378243	2.32E-05
261016_at	1	mle	1	22.55367232	0.570914603	0.362702455	-0.101044597	0.881760548	0.858112658	0.384365411	2.31E-05
266672_at	0	burg	1	21.81420765	0.627650735	8.042195913	-2.316408096	0.881902674	0.858283209	0.494097554	2.30E-05
256061_at	1	yule-walker	1	22.55367232	0.298530554	11.8219427	2.989732444	0.881515686	0.857818823	0.217843091	2.34E-05
254642_at	0	mle	1	22.81142857	0.672171242	21.17956442	0.44948105	0.88142619	0.857711428	0.405412407	2.34E-05
258494_at	0	mle	1	25.26582278	0.306742872	12.65874145	3.135169153	0.881276965	0.857532358	0.23130686	2.36E-05
259194_at	0	mle	1	24.49079755	0.203269109	10.98687576	-2.818714915	0.881200236	0.857440283	0.156233798	2.37E-05
262038_at	0	mle	1	21.69565217	0.206935543	12.83049742	2.567399665	0.880977518	0.857173021	0.183507607	2.39E-05
250114_s_at	0	mle	1	24.79503106	0.195002559	3.748205052	-0.949813971	0.880891909	0.857070291	0.154573907	2.40E-05
266551_at	0	burg	1	20.79166667	0.217232033	7.763802803	-2.346200162	0.88072486	0.856869832	0.181617316	2.41E-05
251773_at	0	burg	1	22.94252874	0.151087636	2.338688103	-0.640487842	0.880524172	0.856629006	0.116612686	2.43E-05
260753_at	0	burg	1	24.04819277	0.63700533	14.80114325	2.416020458	0.880407262	0.856488715	0.502385797	2.45E-05
254446_at	0	mle	1	23.62130178	0.287807733	14.67740153	2.379046808	0.880452243	0.856542692	0.199583685	2.44E-05
258223_at	0	mle	1	23.76190476	0.441345947	10.81687781	-2.86022726	0.879665819	0.855598982	0.344958044	2.52E-05
263114_at	0	burg	1	22.94252874	0.347832237	5.386475457	-1.475174068	0.879916562	0.855899875	0.291186371	2.50E-05
245145_at	1	burg	1	23.34502924	0.27972065	17.21741258	1.649214082	0.879964491	0.85595739	0.208058355	2.49E-05
261191_at	1	default	1	24	1.228694572	23.69947011	0.078678541	0.879620282	0.855544338	0.809907873	2.53E-05
250517_at	0	mle	1	22.30167598	0.615337035	16.36503075	1.672566766	0.87979229	0.855750748	0.434546363	2.51E-05
261569_at	0	mle	1	23.62130178	1.473888895	0.927077876	-0.246599537	0.879972483	0.855966979	0.819926431	2.49E-05
253875_at	0	mle	1	22.17777778	0.253301038	20.81740298	0.385407727	0.879810386	0.855772464	0.192825092	2.51E-05
263942_at	1	yule-walker	1	22.81142857	0.363286361	21.92731826	0.243519556	0.879662618	0.855595141	0.259478737	2.52E-05
250547_at	0	burg	1	20.68393782	0.174078001	16.57617506	1.247820161	0.879608468	0.855530161	0.125980336	2.53E-05
246917_at	1	mle	1	22.81142857	0.275521116	10.83752103	-2.985089367	0.879357454	0.855228945	0.21015023	2.56E-05
260818_at	0	burg	1	23.20930233	0.093406679	14.87245336	2.256938456	0.878966899	0.854760279	0.079748266	2.60E-05
264613_at	1	burg	1	23.34502924	0.209427564	15.82234412	2.02468903	0.878904724	0.854685669	0.163121206	2.60E-05
246399_at	0	burg	1	21.57837838	0.473060295	19.03805838	0.739689564	0.878973544	0.854768253	0.365509711	2.60E-05
265953_at	0	mle	1	23.48235294	0.300381842	11.20458525	-2.998016662	0.879062764	0.854875317	0.220916188	2.59E-05
260455_at	1	burg	1	23.34502924	0.176267147	2.806449116	-0.755340234	0.878931014	0.854717217	0.13936803	2.60E-05
245346_at	0	mle	1	22.42696629	1.118513755	18.65165247	1.057699736	0.878551838	0.854262206	0.755332538	2.64E-05
259586_at	0	burg	1	24.34146341	0.162320118	4.498536893	-1.161193164	0.878080014	0.853696017	0.120236773	2.69E-05
267592_at	1	mle	1	21.46236559	0.24504841	21.35991489	0.029992815	0.877979672	0.853575607	0.210211422	2.70E-05
265287_at	0	mle	1	22.17777778	0.271973521	10.36178923	-2.935598078	0.87779102	0.853349224	0.203645018	2.73E-05
254251_at	0	burg	1	24.19393939	0.364984727	2.887947123	-0.750002165	0.877681873	0.853218248	0.275920786	2.74E-05
262526_at	0	mle	1	22.42696629	0.734550391	0.858439927	-0.240502307	0.877727544	0.853273053	0.481164671	2.73E-05
258861_at	0	mle	1	23.34502924	0.441647399	14.17102935	2.469131255	0.877854723	0.853425668	0.321022094	2.72E-05
262248_at	0	mle	1	22.94252874	0.136704063	16.22536481	1.839604788	0.87753585	0.85304302	0.109883968	2.75E-05
260167_at	0	mle	1	24.19393939	0.271670185	4.684190394	-1.216487972	0.876935558	0.852322669	0.209929151	2.82E-05
263777_at	1	burg	1	22.42696629	0.442252985	2.007522789	-0.562431741	0.876743515	0.852092218	0.356328752	2.84E-05
251031_at	0	burg	1	22.81142857	0.251805539	1.75325683	-0.482917478	0.876507192	0.851808631	0.216319793	2.87E-05
267138_s_at	0	mle	1	23.48235294	0.478985903	17.41910984	1.622345089	0.876424361	0.851709233	0.382660111	2.88E-05
258613_at	1	burg	1	23.62130178	0.372851103	1.168172901	-0.310729988	0.876270865	0.851525038	0.281300237	2.90E-05
250207_at	1	yule-walker	1	24.04819277	0.662144257	23.12036841	0.242417068	0.876239309	0.851487171	0.570511589	2.90E-05
266229_at	1	mle	1	22.68181818	0.315226523	12.68009062	2.770620377	0.87588191	0.851058292	0.246339631	2.95E-05
251429_at	0	mle	1	22.55367232	0.16692222	13.66494636	2.476293508	0.875742361	0.850890833	0.12773954	2.96E-05
263679_at	0	burg	1	24.49079755	0.306083573	12.65895766	3.035492918	0.875782898	0.850939477	0.23338783	2.96E-05
254020_at	0	mle	1	22.94252874	0.377651803	20.11624011	0.774025191	0.875768102	0.850921722	0.270213574	2.96E-05
259070_at	0	burg	1	24.04819277	0.381380167	23.94750276	0.026307757	0.875526732	0.850632079	0.290626929	2.99E-05
265742_at	0	mle	1	23.20930233	0.459581251	18.27093322	1.336907408	0.874860459	0.849832551	0.355544159	3.07E-05
261513_at	0	burg	1	22.42696629	0.18071355	17.96675059	1.249583266	0.874889009	0.849866811	0.138988342	3.07E-05
245936_at	1	mle	1	23.07514451	0.279306592	21.93814647	0.309595866	0.874749272	0.849699127	0.2068641	3.08E-05
264102_at	1	mle	1	21.46236559	0.291054766	2.769601984	-0.810811018	0.874390586	0.849268704	0.230126399	3.13E-05
246627_s_at	0	mle	1	22.30167598	0.156328986	0.147160494	-0.041460411	0.874420872	0.849305047	0.114482891	3.12E-05
256920_at	1	burg	1	24.95	0.197953973	1.524522765	-0.383922206	0.873859245	0.848631094	0.149775901	3.19E-05
253125_at	1	yule-walker	1	22.42696629	1.37293069	9.020319901	-2.527151498	0.873866286	0.848639543	0.675823851	3.19E-05
266734_at	1	yule-walker	1	23.20930233	0.209674499	8.152496579	-2.207030871	0.873929287	0.848715144	0.157087493	3.18E-05
247216_at	0	mle	1	22.94252874	0.767307944	12.48200486	2.8647849	0.873564141	0.84827697	0.498603554	3.23E-05
250127_at	0	mle	1	22.42696629	0.271740992	13.04358267	2.628868182	0.873615005	0.848338006	0.202970373	3.22E-05
254746_at	0	burg	1	23.07514451	0.305874717	3.611502467	-0.983384491	0.873524855	0.848229826	0.2668815	3.24E-05
258497_at	0	mle	1	24.34146341	1.858879767	24.26603057	0.019471243	0.87330644	0.847967728	0.943598437	3.26E-05
259839_at	0	mle	1	22.17777778	0.495109852	11.96746079	2.892684484	0.872625463	0.847150556	0.378504306	3.35E-05
255011_at	1	yule-walker	1	24.19393939	0.275448062	0.261713081	-0.067967095	0.872656887	0.847188264	0.208757639	3.35E-05
267569_at	0	burg	1	22.30167598	0.320325763	6.351495829	-1.789445121	0.872526465	0.847031759	0.259568508	3.37E-05
253042_at	0	burg	2	"27.7222222222,21.1216931217"	"0.25378126663,0.207296119933"	"21.7747877511,6.32832078545"	-1.882520116	0.948486798	0.922730196	0.306773701	3.38E-05
249876_at	0	mle	1	22.68181818	0.183386134	1.842142698	-0.510299652	0.872180516	0.846616619	0.152151281	3.41E-05
250665_at	0	yule-walker	1	24.79503106	1.41800826	1.292323272	-0.327481203	0.87224225	0.846690701	0.80031143	3.40E-05
263761_at	0	mle	1	22.17777778	0.307493907	1.797761434	-0.509323718	0.871963055	0.846355666	0.252153751	3.44E-05
259856_at	1	mle	1	22.42696629	0.567218777	0.58155881	-0.16293072	0.872030455	0.846436546	0.388826536	3.43E-05
248242_at	0	mle	1	22.81142857	0.208377034	19.59198078	0.886765464	0.872028373	0.846434047	0.160712634	3.43E-05
263805_at	0	mle	1	22.55367232	0.330658761	1.98873742	-0.554038631	0.871802915	0.846163498	0.249534691	3.46E-05
260137_at	1	mle	1	22.42696629	0.402349745	2.100537939	-0.588491058	0.871255988	0.845507186	0.326283577	3.54E-05
267002_s_at	1	burg	1	23.07514451	0.345470757	6.565938258	-1.787854753	0.871124254	0.845349105	0.293090228	3.56E-05
262024_at	0	mle	1	22.81142857	0.0913056	9.340634656	-2.57278663	0.870983173	0.845179807	0.076731139	3.57E-05
252036_at	0	mle	1	22.30167598	0.4337312	11.43692632	3.060991268	0.87081028	0.844972336	0.309009349	3.60E-05
253477_at	0	burg	1	24.19393939	0.296667985	14.88959374	2.416345968	0.870669091	0.84480291	0.235100861	3.62E-05
251927_at	0	mle	1	22.68181818	0.645470807	11.51843065	3.092416665	0.870664725	0.84479767	0.416909726	3.62E-05
265569_at	0	burg	1	22.68181818	0.294967482	2.676407862	-0.741402934	0.870520295	0.844624354	0.237122433	3.64E-05
263906_at	1	burg	1	24.34146341	0.175920189	12.52922637	3.049055556	0.870451464	0.844541757	0.133280765	3.65E-05
259789_at	0	mle	1	21.93406593	0.95483213	11.91889611	2.868923988	0.870280955	0.844337146	0.580871183	3.67E-05
257855_at	0	yule-walker	1	23.34502924	0.272683855	2.015543929	-0.542472484	0.870068166	0.844081799	0.2158894	3.70E-05
267516_at	0	mle	1	22.68181818	0.440481301	3.571913733	-0.98947076	0.869939652	0.843927582	0.372570884	3.72E-05
267517_at	1	mle	1	23.07514451	0.531761741	2.680047857	-0.729756527	0.869537264	0.843444716	0.445868729	3.78E-05
250254_at	0	mle	1	21.93406593	0.170930531	12.03159675	2.836640004	0.869537621	0.843445145	0.130508443	3.78E-05
251123_at	0	burg	1	23.48235294	0.165704191	2.565205796	-0.68637344	0.869390328	0.843268393	0.155211256	3.80E-05
265998_at	0	burg	1	23.07514451	0.216933694	2.733081603	-0.74419721	0.869307137	0.843168565	0.198830398	3.81E-05
256076_at	0	yule-walker	2	"26.7919463087,20.7916666667"	"0.207881303219,0.22574245533"	"20.5713865819,6.86756374609"	-2.075359148	0.946810351	0.920215526	0.294363205	3.83E-05
246486_at	0	yule-walker	1	24.95	0.313241583	23.91955803	0.259497307	0.868900736	0.842680884	0.250146873	3.87E-05
265584_at	0	burg	1	24.19393939	0.296183622	5.06016772	-1.314129582	0.868939876	0.842727851	0.250328403	3.87E-05
253088_at	1	default	1	24	0.227915904	2.153279046	-0.563727136	0.868822369	0.842586843	0.173127745	3.88E-05
